Estadísticos;Repetición;Tiempo (micros);Fuerza (N);RFD (N/s)
Diferencia;;67753944;-43,7;-119,637
Promedio;;;1628,546;-0,645
Máximo;;;2798,72;12261,013

Muestra;Repetición;Tiempo (micros);Fuerza (N);RFD (N/s)
4449;0;51098456;2582,87;1138,42
4450;0;51109948;2599,83;1508,703
4451;0;51121436;2617,54;821,441
4452;0;51132932;2618,71;-666,986
4453;0;51144420;2602,21;-2248,521
4454;0;51155916;2567,03;-2739,815
4455;0;51167396;2539,26;-1646,214
4456;0;51178896;2529,2;-341,977
4457;0;51190380;2531,4;250,218
4458;0;51201876;2534,95;787,802
4459;0;51213368;2549,51;1887,835
4460;0;51224860;2578,34;1580,665
4461;0;51236352;2585,84;-48,311
4462;0;51247836;2577,23;-1215,628
4463;0;51259336;2557,9;-2232,516
4464;0;51270828;2525,9;-2692,743
4465;0;51282320;2496,01;-2147,832
4466;0;51293800;2476,56;-760,397
4467;0;51305308;2478,53;529,315
4468;0;51316792;2488,73;766,754
4469;0;51328288;2496,15;509,396
4470;0;51339780;2500,44;845,665
4471;0;51351264;2515,58;1425,836
4472;0;51362756;2533,2;884,374
4473;0;51374252;2535,91;-415,869
4474;0;51385744;2523,64;-748,042
4475;0;51397232;2518,72;-198,869
4476;0;51408724;2519,07;-187,554
4477;0;51420212;2514,41;195,319
4478;0;51431712;2523,56;1533,142
4479;0;51443204;2549,66;1410,357
4480;0;51454692;2555,97;-425,152
4481;0;51466184;2539,89;-2104,507
4482;0;51477676;2507,6;-2759,746
4483;28;51489168;2476,46;-1699,739
4484;28;51500656;2468,54;192,709
4485;28;51512156;2480,89;905,135
4486;28;51523636;2489,34;124,913
4487;28;51535132;2483,76;-463,72
4488;28;51546624;2478,68;-231,981
4489;28;51558108;2478,43;997,477
4490;28;51569612;2501,61;2166,406
4491;28;51581100;2528,24;1797,841
4492;28;51592584;2542,91;1020,808
4493;28;51604072;2551,69;-103,568
4494;28;51615564;2540,53;-1459,892
4495;28;51627060;2518,13;-1407,011
4496;28;51638556;2508,18;106,179
4497;28;51650040;2520,57;1709,037
4498;28;51661528;2547,44;2523,491
4499;28;51673028;2578,58;2235,422
4500;28;51684508;2598,81;530,554
4501;28;51696004;2590,77;-1556,136
4502;28;51707488;2563,05;-2731,07
4503;28;51718984;2528,01;-2236,384
4504;28;51730476;2511,64;-514,706
4505;28;51741968;2516,18;1291,543
4506;28;51753464;2541,33;2323,355
4507;28;51764952;2569,58;1717,009
4508;28;51776440;2580,78;1355,962
4509;28;51787932;2600,74;1434,662
4510;0;51799428;2613,76;158,778
4511;0;51810920;2604,39;-1238,688
4512;0;51822412;2585,29;-1998,347
4513;0;51833904;2558,46;-2357,752
4514;0;51845400;2531,09;-1661,734
4515;0;51856880;2520,28;38,321
4516;0;51868364;2531,97;1605,465
4517;0;51879864;2557,18;2107,186
4518;0;51891352;2580,41;1711,214
4519;0;51902836;2596,49;441,688
4520;0;51914332;2590,56;-787,802
4521;0;51925824;2578,38;-1656,076
4522;0;51937308;2552,51;-2350,74
4523;0;51948804;2524,36;-2310,804
4524;0;51960300;2499,38;-896,867
4525;0;51971784;2503,75;1566,852
4526;0;51983276;2535,38;2710,98
4527;0;51994772;2566,07;1815,808
4528;0;52006252;2577,1;86,627
4529;0;52017744;2568,06;-1269,365
4530;0;52029232;2547,93;-1916,754
4531;0;52040736;2523,99;-1561,684
4532;0;52052220;2512,03;-47,014
4533;0;52063708;2522,91;1402,28
4534;0;52075204;2544,26;2014,964
4535;0;52086696;2569,23;1485,993
4536;0;52098192;2578,42;-541,928
4537;0;52109688;2556,77;-2143,603
4538;0;52121172;2529,16;-1538,127
4539;0;52132664;2521,43;785,466
4540;0;52144152;2547,21;2383,417
4541;0;52155652;2576,22;1653,324
4542;0;52167136;2585,21;139,3
4543;0;52178624;2579,42;-1149,295
4544;0;52190124;2558,79;-2003,219
4545;0;52201612;2533,37;-1574,251
4546;0;52213100;2522,62;-716,089
4547;0;52224584;2516,92;-767,758
4548;0;52236076;2504,98;-865,82
4549;29;52247568;2497,02;-483,197
4550;29;52259048;2493,88;234,633
4551;29;52270540;2502,41;1077,459
4552;29;52282028;2518,64;1287,206
4553;29;52293520;2531,99;1036,554
4554;29;52305008;2542,46;521,323
4555;29;52316500;2543,97;-47,433
4556;29;52327988;2541,37;-281,984
4557;29;52339480;2537,49;334,522
4558;29;52350976;2549,06;860,748
4559;29;52362460;2557,27;287,641
4560;29;52373956;2555,67;17,838
4561;29;52385444;2557,68;-174,874
4562;29;52396944;2551,65;-676,44
4563;29;52408432;2542,13;-26,101
4564;29;52419932;2551,05;1757,615
4565;29;52431412;2582,52;2607,485
4566;29;52442912;2610,97;1614,91
4567;29;52454404;2619,65;646,537
4568;29;52465896;2625,83;-365,907
4569;29;52477388;2611,24;-2147,084
4570;29;52488876;2576,49;-2734,076
4571;29;52500372;2548,4;-1702,627
4572;29;52511864;2537,35;-621,737
4573;29;52523356;2534,11;196,189
4574;29;52534852;2541,86;935,271
4575;29;52546344;2555,61;974,93
4576;29;52557828;2564,26;667,653
4577;29;52569320;2570,95;508,18
4578;29;52580812;2575,94;23,938
4579;29;52592296;2571,5;-261,097
4580;29;52603792;2569,94;-144,373
4581;29;52615292;2568,18;-572,808
4582;29;52626784;2556,77;-1075,344
4583;29;52638280;2543,46;-134,441
4584;29;52649768;2553,68;1177,341
4585;29;52661264;2570,52;903,394
4586;29;52672748;2574,44;197,162
4587;29;52684240;2575,05;-221,613
4588;29;52695716;2569,35;-537,517
4589;29;52707216;2562,7;-897,704
4590;29;52718708;2548,71;-1285,888
4591;29;52730204;2533,14;-316,742
4592;29;52741692;2541,43;2066,939
4593;29;52753180;2580,63;3747,17
4594;29;52764664;2627,51;2910,357
4595;0;52776160;2647,51;734,552
4596;0;52787644;2644,39;-1395,855
4597;0;52799128;2615,45;-2974,16
4598;0;52810632;2576,02;-2780,532
4599;0;52822120;2551,52;-1261,312
4600;0;52833616;2547,03;-749,652
4601;0;52845104;2534,29;-1331,564
4602;30;52856604;2516,42;-1300,887
4603;30;52868096;2504,38;-392,584
4604;30;52879580;2507,4;1354,62
4605;30;52891084;2535,52;2420,828
4606;30;52902568;2563,05;1413,649
4607;30;52914060;2568;-149,669
4608;30;52925552;2559,61;-1116,67
4609;30;52937048;2542,33;-1387,439
4610;30;52948544;2527,71;-739,516
4611;30;52960036;2525,33;353,351
4612;30;52971524;2535,83;898,607
4613;30;52983016;2545,98;727,716
4614;30;52994500;2552,55;807,224
4615;30;53005996;2564,53;1014,089
4616;30;53017496;2575,87;1185,63
4617;30;53028988;2591,79;1069,812
4618;30;53040472;2600,45;-248,085
4619;30;53051964;2586,09;-1807,103
4620;30;53063448;2558,93;-2415,608
4621;30;53074952;2530,56;-1816,087
4622;30;53086448;2517,16;-488,251
4623;30;53097932;2519,34;366,098
4624;30;53109420;2525,57;600,313
4625;30;53120920;2533,14;896,834
4626;30;53132412;2546,19;842,907
4627;30;53143900;2552,51;-108,771
4628;30;53155396;2543,69;-662,955
4629;30;53166888;2537,27;-20,891
4630;30;53178372;2543,21;1187,533
4631;30;53189860;2564,55;2262,008
4632;30;53201356;2595,2;2297,65
4633;30;53212840;2617,35;1204,751
4634;30;53224340;2622,89;-231,03
4635;30;53235824;2612,04;-1009,925
4636;30;53247312;2599,69;-676,558
4637;30;53258808;2596,49;611,295
4638;30;53270296;2613,74;1717,308
4639;30;53281780;2635,94;893,976
4640;30;53293272;2634,28;266,707
4641;30;53304764;2642,07;440,178
4642;30;53316240;2644,39;-171,424
4643;30;53327748;2638,13;-690,555
4644;30;53339236;2628,51;-1302,437
4645;30;53350728;2608,2;-1543,785
4646;30;53362212;2593,04;-1074,6
4647;30;53373704;2583,51;-52,636
4648;30;53385200;2591,83;1330,259
4649;30;53396692;2614,09;1870,103
4650;30;53408172;2634,79;1363,834
4651;0;53419664;2645,42;-221,458
4652;0;53431156;2629,7;-1525,409
4653;0;53442648;2610,36;-1586,438
4654;0;53454132;2593,25;-1260,881
4655;0;53465624;2581,39;-1025,853
4656;0;53477108;2569,68;-631,203
4657;0;53488596;2566,89;520,453
4658;0;53500088;2581,64;1313,729
4659;0;53511584;2597,09;649,922
4660;0;53523060;2596,57;-810,846
4661;0;53534560;2578,46;-1841,51
4662;0;53546052;2554,23;-1724,378
4663;31;53557548;2538,82;-1018,535
4664;31;53569036;2530,82;-273,812
4665;31;53580520;2532,53;1069,254
4666;31;53592024;2555,4;2579,607
4667;31;53603508;2591,83;2485,637
4668;31;53615000;2612,51;1047,433
4669;31;53626488;2615,9;-796,938
4670;31;53637988;2594,19;-2015,133
4671;31;53649484;2569,56;-1381,155
4672;31;53660976;2562,44;-234,157
4673;31;53672460;2564,18;299,008
4674;31;53683952;2569,31;954,142
4675;31;53695444;2586,11;1255,438
4676;31;53706940;2598,17;139,179
4677;31;53718436;2589,31;-1250,87
4678;31;53729916;2569,43;-1206,701
4679;31;53741416;2561,58;62,641
4680;31;53752904;2570,87;437,261
4681;31;53764400;2571,63;230,12
4682;31;53775892;2576,16;833,043
4683;31;53787376;2590,77;859,008
4684;31;53798872;2595,9;375,413
4685;31;53810364;2599,4;7,832
4686;31;53821856;2596,08;-697,492
4687;31;53833332;2583,38;-561,26
4688;31;53844840;2583,18;311,304
4689;31;53856332;2590,54;941,361
4690;31;53867828;2604,82;1104,246
4691;31;53879316;2615,92;294,655
4692;31;53890804;2611,59;-1094,239
4693;31;53902300;2590,77;-1593,282
4694;31;53913788;2574,97;-599,217
4695;31;53925280;2577;455,416
4696;31;53936756;2585,43;906,163
4697;31;53948256;2597,82;684,467
4698;31;53959752;2601,17;128,808
4699;31;53971236;2600,78;503,481
4700;31;53982732;2612,74;1754,745
4701;31;53994208;2641,09;2242,685
4702;0;54005700;2664,25;735,166
4703;0;54017196;2657,99;-1625,196
4704;0;54028688;2626,89;-2752,917
4705;0;54040168;2594,75;-2098,782
4706;0;54051668;2578,66;-93,962
4707;0;54063156;2592,59;1754,134
4708;0;54074648;2618,97;2144,1
4709;0;54086140;2641,87;1218,228
4710;0;54097624;2646,96;-775,892
4711;0;54109120;2624,04;-2703,691
4712;0;54120600;2584,84;-3256,745
4713;0;54132100;2549,2;-1480,338
4714;0;54143588;2550,81;1791,123
4715;0;54155080;2590,36;3251,392
4716;0;54166572;2625,54;2017,758
4717;0;54178056;2636,72;176,675
4718;0;54189552;2629,6;-1461,271
4719;0;54201036;2603,14;-2033,153
4720;0;54212536;2582,87;-795,059
4721;0;54224028;2584,86;257,091
4722;0;54235524;2588,78;144,473
4723;0;54247008;2588,18;-553,718
4724;0;54258496;2576,06;-1415,448
4725;0;54269976;2555,67;-1106,372
4726;0;54281472;2550,64;46,981
4727;0;54292964;2556,75;487,635
4728;0;54304440;2561,84;393,019
4729;0;54315940;2565,78;272,269
4730;0;54327432;2568,1;2,611
4731;0;54338916;2565,84;-98,398
4732;0;54350400;2565,84;410,935
4733;0;54361888;2575,28;551,976
4734;0;54373372;2578,52;-48,303
4735;0;54384868;2574,17;-556,909
4736;0;54396356;2565,72;-765,546
4737;0;54407832;2556,59;-1158,165
4738;0;54419332;2539,11;-1083,667
4739;0;54430828;2531,67;129,678
4740;0;54442312;2542,09;1357,777
4741;0;54453792;2562,85;2057,799
4742;0;54465288;2589,37;2295,51
4743;0;54476776;2615,61;1450,827
4744;0;54488268;2622,71;-292,863
4745;0;54499756;2608,88;-1173,807
4746;0;54511236;2595,75;-153,665
4747;0;54522728;2605,35;895,405
4748;0;54534220;2616,33;920,366
4749;0;54545708;2626,5;813,741
4750;0;54557188;2635,02;-130,226
4751;0;54568668;2623,51;-1821,702
4752;0;54580172;2593,15;-2159,823
4753;0;54591656;2573,86;-374,304
4754;0;54603148;2584,55;1786,958
4755;0;54614628;2614,91;2300,627
4756;0;54626120;2637,4;1182,768
4757;0;54637608;2642,09;-383,879
4758;0;54649096;2628,58;-1824,63
4759;0;54660588;2600,16;-2440,373
4760;0;54672072;2572,51;-2085,799
4761;0;54683572;2552,22;-1235,862
4762;0;54695060;2544,1;40,042
4763;0;54706548;2553,14;825,788
4764;0;54718032;2563,07;858,436
4765;0;54729520;2572,86;924,282
4766;0;54741012;2584,31;1252,393
4767;0;54752500;2601,64;1289,396
4768;0;54763984;2613,93;524,208
4769;0;54775468;2613,68;-366,034
4770;0;54786960;2605,52;-1032,457
4771;0;54798452;2589,95;-1275,244
4772;0;54809936;2576,22;-843,777
4773;0;54821432;2570,56;577,793
4774;0;54832920;2589,5;2111,769
4775;0;54844408;2619,08;1728,927
4776;0;54855888;2629,21;57,886
4777;0;54867384;2620,41;-1803,621
4778;0;54878864;2587,77;-2963,173
4779;0;54890356;2552,34;-2177,223
4780;32;54901852;2537,72;330,402
4781;32;54913328;2559,93;2409,859
4782;32;54924816;2593,06;1908,743
4783;32;54936296;2603,77;923,733
4784;32;54947788;2614,28;671,57
4785;32;54959272;2619,2;-252,873
4786;32;54970764;2608,47;-768,628
4787;32;54982248;2601,54;366,905
4788;32;54993740;2616,9;1841,922
4789;32;55005224;2643,86;1721,932
4790;32;55016720;2656,47;209,748
4791;32;55028204;2648,68;-1524,826
4792;32;55039680;2621,46;-1943,767
4793;32;55051180;2604,02;-609,554
4794;32;55062664;2607,45;1080,07
4795;32;55074160;2628,84;1871,628
4796;32;55085644;2650,46;1062,413
4797;32;55097136;2653,25;104,457
4798;32;55108620;2652,86;-421,456
4799;32;55120104;2643,57;-544,481
4800;32;55131596;2640,35;16,98
4801;32;55143072;2643,96;439,154
4802;32;55154572;2650,44;1159,502
4803;32;55166056;2670,61;1913,403
4804;32;55177552;2694,41;1757,615
4805;32;55189036;2711;1200,993
4806;32;55200508;2721,98;1136,364
4807;32;55212004;2737,1;517,571
4808;32;55223500;2733,88;-943,158
4809;32;55234980;2715,43;-1157,698
4810;32;55246468;2707,29;-225,888
4811;32;55257956;2710,24;99,199
4812;32;55269452;2709,57;595,735
4813;32;55280936;2723,93;1669,568
4814;32;55292428;2747,93;1770,851
4815;32;55303908;2764,61;550,044
4816;32;55315408;2760,57;-504,264
4817;32;55326892;2753,02;-359,258
4818;32;55338372;2752,32;501,48
4819;32;55349864;2764,54;1440,567
4820;32;55361356;2785,43;1487,639
4821;0;55372840;2798,72;433,136
4822;0;55384328;2795,38;-994,343
4823;0;55395820;2775,87;-1895,246
4824;0;55407296;2751,85;-1575,122
4825;0;55418796;2739,68;-333,275
4826;0;55430280;2744,19;1111,595
4827;0;55441772;2765,22;1944,638
4828;0;55453256;2788,87;1314,415
4829;0;55464748;2795,42;-553,864
4830;0;55476240;2776,14;-2401,218
4831;0;55487728;2740,24;-2235,33
4832;0;55499212;2724,79;-304,772
4833;0;55510696;2733,24;1298,73
4834;0;55522196;2754,64;1199,53
4835;0;55533680;2760,81;33,084
4836;0;55545168;2755,4;-690,286
4837;0;55556656;2744,95;-1508,966
4838;0;55568144;2720,73;-2320,714
4839;33;55579636;2691,62;-1070,496
4840;33;55591124;2696,13;1622,127
4841;33;55602612;2728,89;2449,06
4842;33;55614092;2752,38;2312,816
4843;33;55625584;2782,02;1945,17
4844;33;55637072;2797,08;-174,155
4845;0;55648552;2778,02;-2088,993
4846;0;55660040;2749,1;-2462,57
4847;0;55671528;2721,44;-1597,911
4848;0;55683020;2712,38;414,201
4849;0;55694512;2730,96;1690,024
4850;0;55705996;2751,21;1046,927
4851;0;55717484;2755,01;235,069
4852;0;55728968;2756,61;-264,578
4853;0;55740464;2748,93;-1217,145
4854;0;55751948;2728,64;-1272,64
4855;0;55763432;2719,7;-219,436
4856;0;55774916;2723,6;440,895
4857;0;55786408;2729,83;534,906
4858;0;55797892;2735,89;1004,526
4859;0;55809384;2752,91;735,55
4860;0;55820868;2752,79;-399,983
4861;0;55832360;2743,72;-344,708
4862;0;55843844;2744,87;87,483
4863;0;55855336;2745,73;275,022
4864;0;55866824;2751,19;-436,618
4865;0;55878308;2735,7;-1754,439
4866;0;55889800;2710,88;-1842,792
4867;0;55901284;2693,36;-1409,732
4868;0;55912776;2678,49;-519,673
4869;0;55924260;2681,42;1041,957
4870;0;55935752;2702,43;1832,898
4871;0;55947240;2723,54;1014,278
4872;0;55958724;2725,73;-40,47
4873;0;55970220;2722,61;171,513
4874;0;55981696;2729,67;658,078
4875;0;55993196;2737,73;781,712
4876;0;56004684;2747,64;689,535
4877;0;56016168;2753,57;-473,102
4878;0;56027660;2736,77;-2239,202
4879;0;56039136;2702,14;-3140,233
4880;0;56050636;2664,62;-3321,006
4881;0;56062120;2625,81;-1972,836
4882;0;56073608;2619,3;1330,315
4883;0;56085092;2656,37;2855,465
4884;0;56096592;2684,93;877,567
4885;0;56108076;2676,54;-1377,72
4886;0;56119572;2653,27;-2354,221
4887;0;56131056;2622,44;-2576,628
4888;0;56142540;2594,09;-2069,401
4889;0;56154024;2574,91;-1072,237
4890;0;56165520;2569,45;-557,876
4891;0;56177004;2562,09;-939,404
4892;0;56188492;2547,87;-1100,957
4893;0;56199984;2536,79;-969,37
4894;0;56211476;2525,59;-392,584
4895;0;56222960;2527,77;923,298
4896;0;56234448;2546,8;1697,004
4897;0;56245924;2566,74;827,82
4898;0;56257424;2565,82;-394,187
4899;0;56268908;2557,68;-659,704
4900;0;56280404;2550,66;-950,661
4901;0;56291892;2535,83;-1185,379
4902;0;56303384;2523,42;-910,792
4903;0;56314872;2514,9;-398,242
4904;0;56326360;2514,27;330,838
4905;0;56337844;2522,5;278,746
4906;0;56349320;2520,67;-1024,369
4907;0;56360824;2498,96;-2151,932
4908;0;56372304;2471,21;-2301,532
4909;0;56383800;2446,08;-2080,286
4910;0;56395272;2423,43;-1289,845
4911;0;56406764;2416,46;71,354
4912;0;56418256;2425,07;906,321
4913;0;56429736;2437,28;1370,799
4914;0;56441228;2456,56;1058,429
4915;0;56452704;2461,59;-710,118
4916;0;56464196;2440,25;-2648,364
4917;0;56475688;2400,72;-2811,14
4918;0;56487176;2375,65;-1246,301
4919;0;56498668;2372,08;-82,753
4920;0;56510136;2373,75;494,95
4921;0;56521640;2383,45;658,055
4922;0;56533128;2388,88;671,687
4923;0;56544612;2398,88;836,235
4924;0;56556100;2408,09;588,107
4925;0;56567584;2412,39;-28,721
4926;0;56579080;2407,43;-921,236
4927;0;56590564;2391,22;-1796,345
4928;0;56602060;2366,15;-2166,115
4929;0;56613536;2341,46;-1348,398
4930;0;56625028;2335,18;-334,204
4931;0;56636516;2333,78;130,158
4932;0;56648000;2338,17;287,792
4933;0;56659484;2340,39;-139,324
4934;0;56670968;2334,97;-456,999
4935;0;56682460;2329,89;-165,767
4936;0;56693952;2331,16;477,372
4937;0;56705440;2340,86;167,595
4938;0;56716924;2335,01;-1090,458
4939;0;56728412;2315,81;-1573,865
4940;34;56739912;2298,83;-874,521
4941;34;56751396;2295,71;908,933
4942;34;56762884;2319,71;2649,774
4943;34;56774364;2356,57;2974,491
4944;34;56785856;2388,04;1820,912
4945;34;56797336;2398,4;-140,146
4946;34;56808832;2384,82;-1831,593
4947;34;56820316;2356,31;-2465,61
4948;34;56831804;2328,18;-1273,076
4949;34;56843284;2327,07;941,638
4950;34;56854764;2349,8;2768,588
4951;34;56866256;2390,67;3602,647
4952;34;56877736;2432,56;2756,444
4953;34;56889224;2453,98;224,186
4954;34;56900708;2437,71;-2497,389
4955;34;56912208;2396,58;-2830,23
4956;34;56923692;2372,66;-657,436
4957;34;56935176;2381,48;1789,882
4958;34;56946660;2413,77;2590,125
4959;34;56958144;2440,97;1692,355
4960;34;56969628;2452,64;389,808
4961;34;56981104;2449,92;-1137,67
4962;34;56992596;2426,51;-1955,178
4963;34;57004084;2404,99;-878,025
4964;34;57015568;2406,34;1617,468
4965;34;57027052;2442,14;3247,822
4966;34;57038528;2480,91;2667,189
4967;34;57050020;2503,4;1050,914
4968;34;57061508;2505,06;-843,054
4969;34;57072996;2484,03;-2362,877
4970;34;57084480;2450,78;-2513,93
4971;34;57095968;2426,28;-858,858
4972;34;57107464;2431,04;1614,293
4973;34;57118944;2463,37;2207,572
4974;34;57130444;2481,77;486,595
4975;34;57141920;2474,55;-1196,883
4976;34;57153412;2454,28;-1352,01
4977;34;57164908;2443,47;-151,436
4978;34;57176392;2450,8;1515,152
4979;34;57187876;2478,27;2475,196
4980;34;57199372;2507,68;1760,226
4981;34;57210856;2518,72;-310,813
4982;34;57222344;2500,54;-1901,985
4983;34;57233832;2475,02;-1180,773
4984;34;57245312;2473,42;527,072
4985;34;57256808;2487,13;1576,314
4986;34;57268296;2509,65;1103,325
4987;34;57279784;2512,48;-591,819
4988;34;57291276;2496,05;-1693,52
4989;34;57302748;2473,59;-1410,602
4990;34;57314252;2463,64;877,849
4991;34;57325736;2493,77;2848,564
4992;34;57337232;2529,1;2335,916
4993;34;57348712;2547,44;959,864
4994;34;57360204;2551,15;-123,978
4995;34;57371700;2544,59;-1013,925
4996;34;57383184;2527,85;-1190,787
4997;34;57394668;2517,24;393,087
4998;34;57406156;2536,88;2157,469
4999;34;57417644;2566,81;1890,127
5000;34;57429128;2580,3;762,402
5001;0;57440624;2584,33;102,662
5002;0;57452116;2582,66;-527,072
5003;0;57463600;2572,22;-1478,242
5004;0;57475096;2548,69;-1496,084
5005;0;57486580;2537,84;-402,734
5006;0;57498064;2539,44;325,178
5007;0;57509552;2545,31;453,438
5008;0;57521044;2549,86;513,055
5009;0;57532532;2557,1;444,812
5010;0;57544020;2560,08;197,701
5011;0;57555496;2561,64;-178,945
5012;0;57566988;2555,97;-909,051
5013;0;57578476;2540,75;-1363,399
5014;0;57589960;2524,65;-1018,631
5015;0;57601448;2517,35;165,854
5016;0;57612932;2528,46;891,8
5017;0;57624424;2537,84;487,03
5018;0;57635908;2539,65;590,949
5019;0;57647404;2551,42;754,003
5020;0;57658892;2556,98;-344,768
5021;0;57670376;2543,5;-1267,845
5022;0;57681868;2527,85;-1059,802
5023;0;57693352;2519,15;178,416
5024;0;57704848;2531,95;1191,658
5025;0;57716320;2546,52;831,302
5026;0;57727824;2551,05;500
5027;0;57739300;2558,01;393,156
5028;0;57750792;2560,08;-734,117
5029;0;57762280;2541,14;-1310,291
5030;0;57773764;2529,98;642,621
5031;0;57785264;2555,91;2254,612
5032;0;57796748;2581,8;1151,602
5033;0;57808232;2582,36;-1054,579
5034;0;57819724;2557,57;-1783,104
5035;0;57831220;2541,37;-602,263
5036;0;57842704;2543,73;445,76
5037;0;57854192;2551,61;465,268
5038;0;57865680;2554,42;-989,293
5039;0;57877168;2528,88;-3279,509
5040;0;57888656;2479,07;-4534,134
5041;0;57900136;2424,74;-4158,106
5042;0;57911628;2383,55;-2610,966
5043;0;57923116;2364,74;-1295,071
5044;0;57934592;2353,81;-458,029
5045;0;57946084;2354,22;245,474
5046;0;57957568;2359,45;-58,342
5047;0;57969052;2352,88;-1271,777
5048;0;57980528;2330,25;-2584,001
5049;0;57992028;2293,51;-3527,594
5050;0;58003504;2249,2;-4215,157
5051;0;58014988;2196,73;-4574,7
5052;0;58026476;2144,11;-4116,469
5053;0;58037964;2102,15;-2901,654
5054;0;58049456;2077,43;-1997,302
5055;0;58060940;2056,26;-1843,342
5056;0;58072436;2035,07;-1892,845
5057;0;58083916;2012,77;-2633,206
5058;0;58095408;1974,58;-3833,536
5059;0;58106900;1924,66;-4941,243
5060;0;58118384;1861,05;-5301,672
5061;0;58129872;1802,87;-4485,896
5062;0;58141356;1758;-3546,927
5063;0;58152844;1721,39;-3131,419
5064;0;58164336;1686,04;-3757,183
5065;0;58175816;1635,08;-4742,641
5066;0;58187300;1577,13;-5228,38
5067;0;58198804;1514,89;-5793,457
5068;0;58210288;1443,95;-6404,127
5069;0;58221772;1367,8;-6554,336
5070;0;58233256;1293,41;-5769,767
5071;0;58244740;1235,28;-4262,53
5072;0;58256240;1195,44;-3382,788
5073;0;58267724;1157,53;-3762,622
5074;0;58279216;1108,99;-4415,375
5075;0;58290696;1056,1;-5093,641
5076;0;58302176;992,04;-5838,566
5077;0;58313628;922,21;-6131,212
5078;0;58325116;851,39;-6213,44
5079;0;58336604;779,45;-5630,333
5080;0;58348088;722,05;-4606,477
5081;0;58359576;673,63;-3935,346
5082;0;58371072;631,6;-3535,503
5083;0;58382560;592,37;-3407,033
5084;0;58394048;553,32;-3370,474
5085;0;58405536;514,93;-3467,096
5086;0;58417024;473,66;-3567,636
5087;0;58428512;432,96;-3516,89
5088;0;58439996;392,87;-3279,781
5089;0;58451480;357,63;-2771,635
5090;0;58462968;329,2;-2385,137
5091;0;58474464;302,81;-2056,648
5092;0;58485952;281,93;-1640,543
5093;0;58497432;265,13;-1121,32
5094;0;58508916;256,18;-922,427
5095;0;58520404;243,94;-947,24
5096;0;58531888;234,42;-719,011
5097;0;58543380;227,42;-678,534
5098;0;58554864;218,83;-681,383
5099;0;58566348;211,77;-709,871
5100;0;58577840;202,52;-646,102
5101;0;58589332;196,92;-237,639
5102;0;58600816;197,06;-78,819
5103;0;58612296;195,11;83,971
5104;0;58623800;198,99;181,431
5105;0;58635280;199,28;111,44
5106;0;58646772;201,55;-90,094
5107;0;58658256;197,21;-479,363
5108;0;58669740;190,54;-725,975
5109;0;58681232;180,53;-910,08
5110;0;58692716;169,63;-875,979
5111;0;58704212;160,4;-675,805
5112;0;58715696;154,1;-565,233
5113;0;58727176;147,42;-642,845
5114;0;58738672;139,33;-718,886
5115;0;58750156;130,9;-534,657
5116;0;58761640;127,05;-342,83
5117;0;58773112;123,03;-502,003
5118;0;58784608;115,52;-564,207
5119;0;58796100;110,06;-417,029
5120;0;58807580;105,94;-413,547
5121;0;58819072;100,56;-339,485
5122;0;58830556;98,14;-255,974
5123;0;58842004;94,69;-285,141
5124;0;58853492;91,6;-247,258
5125;0;58864976;89,01;-128,875
5126;0;58876460;88,64;-83,986
5127;0;58887956;87,08;-79,213
5128;0;58899436;86,82;13,492
5129;0;58910932;87,39;13,059
5130;0;58922408;87,12;-18,731
5131;0;58933888;86,96;51,802
5132;0;58945380;88,31;-141,838
5133;0;58956872;83,7;-330,287
5134;0;58968360;80,72;-65,286
5135;0;58979848;82,2;-18,722
5136;0;58991328;80,29;-52,673
5137;0;59002820;80,99;0,87
5138;0;59014304;80,31;-6,092
5139;0;59025800;80,85;7,399
5140;0;59037280;80,48;73,133
5141;0;59048772;82,53;228,499
5142;0;59060256;85,73;312,554
5143;0;59071744;89,71;370,386
5144;0;59083232;94,24;199,774
5145;0;59094720;94,3;27,85
5146;0;59106212;94,88;68,767
5147;0;59117696;95,88;-34,825
5148;0;59129184;94,08;-355,277
5149;0;59140664;87,72;-535,683
5150;0;59152164;81,77;-481,121
5151;0;59163652;76,66;-396,501
5152;0;59175140;72,66;-170,613
5153;0;59186628;72,74;-58,788
5154;0;59198104;71,31;119,69
5155;0;59209604;75,49;406,076
5156;0;59221080;80,64;119,753
5157;0;59232568;78,24;-105,364
5158;0;59244048;78,22;108,847
5159;0;59255536;80,74;347,258
5160;0;59267028;86,2;244,996
5161;0;59278516;86,37;31,326
5162;0;59290012;86,92;106,216
5163;0;59301488;88,81;321,261
5164;0;59312984;94,3;437,337
5165;0;59324468;98,86;246,736
5166;0;59335964;99,97;386,423
5167;0;59347448;107,74;591,968
5168;0;59358972;113,59;617,938
5169;0;59370460;121,96;950,661
5170;0;59381956;135,44;1013,925
5171;0;59393440;145,26;909,091
5172;0;59404924;156,32;876,697
5173;0;59416424;165,41;526,362
5174;0;59427912;168,42;-58,332
5175;0;59439396;164,07;-420,732
5176;0;59450872;158,76;-399,39
5177;0;59462356;154,9;-483,983
5178;0;59473848;147,64;-323,703
5179;0;59485340;147,46;-53,534
5180;0;59496824;146,41;-66,191
5181;0;59508304;145,94;141,017
5182;0;59519800;149,65;382,942
5183;0;59531284;154,74;443,225
